Source IP,Destination IP,Protocol,Port,Size,Time
10.10.10.11,1.1.1.238,TCP,22,8703,2025-05-01 01:15:23
10.10.10.11,1.1.1.109,TCP,445,4539,2025-05-01 17:50:04
10.10.10.10,1.1.1.169,TCP,8080,2097,2025-05-04 16:56:25
192.168.1.187,1.1.1.252,TCP,21,1199,2025-05-01 16:21:34
192.168.1.198,8.8.8.219,UDP,37344,488,2025-05-03 14:54:01
10.10.10.11,172.217.33.130,TCP,443,1810,2025-05-01 16:11:43
192.168.1.41,8.8.4.142,UDP,514,1522,2025-05-05 12:55:24
10.10.10.10,1.1.1.19,UDP,69,1771,2025-05-05 16:36:33
192.168.1.217,1.1.1.172,TCP,110,1345,2025-05-06 22:51:06
192.168.1.9,1.1.1.20,TCP,53,3337,2025-05-02 19:42:55
10.10.10.11,172.217.40.99,TCP,22256,3723,2025-05-03 13:53:45
10.10.10.11,1.1.1.111,UDP,68,8854,2025-05-07 00:29:15
192.168.1.140,172.217.169.113,TCP,8080,866,2025-05-05 05:27:34
10.10.10.11,1.1.1.207,TCP,143,3886,2025-05-01 15:07:42
192.168.1.51,8.8.4.230,TCP,52046,2501,2025-05-01 17:03:57
10.10.10.11,8.8.6.232,TCP,23,6880,2025-05-05 06:42:00
10.10.10.10,172.217.158.144,UDP,514,4977,2025-05-07 19:30:40
10.10.10.10,8.8.4.24,TCP,32486,5303,2025-05-04 21:27:14
192.168.1.63,172.217.149.108,UDP,1194,1157,2025-05-04 19:57:44
10.10.10.11,8.8.6.58,UDP,68,3223,2025-05-07 20:43:13
10.10.10.11,1.1.1.103,UDP,67,4562,2025-05-06 20:27:05
10.10.10.10,172.217.255.155,TCP,80,2304,2025-05-02 18:26:35
10.10.10.11,8.8.8.203,UDP,69,3897,2025-05-06 23:43:16
192.168.1.68,1.1.1.151,TCP,443,3090,2025-05-03 22:04:09
192.168.1.184,172.217.135.248,TCP,3389,4557,2025-05-07 07:56:53
10.10.10.10,1.1.1.166,UDP,53,5687,2025-05-03 19:12:08
192.168.1.189,172.217.47.147,TCP,443,452,2025-05-03 16:14:01
192.168.1.142,1.1.1.182,TCP,38785,4061,2025-05-05 13:41:13
192.168.1.170,172.217.129.130,TCP,48206,2420,2025-05-07 08:11:00
10.10.10.10,172.217.124.151,TCP,23,2644,2025-05-03 16:13:39
10.10.10.11,1.1.1.61,UDP,53,3420,2025-05-03 08:42:35
192.168.1.18,8.8.4.131,UDP,68,1247,2025-05-07 17:00:06
192.168.1.2,1.1.1.6,TCP,20,3521,2025-05-02 10:25:28
10.10.10.11,1.1.1.124,TCP,3389,8147,2025-05-01 13:01:07
10.10.10.10,8.8.4.230,TCP,80,1917,2025-05-04 18:34:20
10.10.10.10,8.8.8.70,UDP,69,3775,2025-05-06 00:15:28
192.168.1.25,172.217.124.151,TCP,143,1234,2025-05-02 03:32:58
192.168.1.221,8.8.6.27,ICMP,0,281,2025-05-02 01:17:26
10.10.10.10,172.217.144.33,TCP,143,8668,2025-05-04 07:36:30
192.168.1.222,1.1.1.169,TCP,50035,4879,2025-05-07 14:05:53
192.168.1.140,8.8.6.3,TCP,20,3135,2025-05-01 17:04:31
10.10.10.10,172.217.245.246,UDP,67,8217,2025-05-02 16:05:45
192.168.1.180,8.8.5.214,ICMP,0,299,2025-05-05 13:58:20
10.10.10.10,172.217.122.15,UDP,123,3070,2025-05-01 06:46:34
192.168.1.161,8.8.6.118,TCP,7137,2097,2025-05-03 14:48:42
192.168.1.58,172.217.148.70,TCP,23,1720,2025-05-03 10:31:41
10.10.10.10,172.217.165.64,TCP,25,8461,2025-05-07 04:15:57
192.168.1.250,172.217.192.123,TCP,21,2073,2025-05-01 11:04:38
10.10.10.11,8.8.4.115,TCP,8080,8639,2025-05-01 21:56:44
192.168.1.87,8.8.8.16,TCP,143,2701,2025-05-04 21:12:40
10.10.10.10,172.217.103.94,UDP,61300,2868,2025-05-02 17:23:10
192.168.1.155,172.217.183.234,TCP,20,3662,2025-05-07 00:19:37
192.168.1.170,8.8.8.81,TCP,80,3591,2025-05-01 13:15:02
10.10.10.11,1.1.1.142,UDP,1194,7713,2025-05-02 12:01:09
10.10.10.10,8.8.7.43,TCP,23,5956,2025-05-05 19:21:07
10.10.10.11,172.217.178.84,TCP,22,1788,2025-05-03 02:49:36
10.10.10.11,8.8.4.229,UDP,37927,8127,2025-05-05 14:20:25
10.10.10.10,8.8.4.131,UDP,61281,5100,2025-05-04 02:02:50
192.168.1.174,172.217.133.214,TCP,8080,4400,2025-05-06 12:39:24
192.168.1.167,172.217.25.153,TCP,443,2845,2025-05-05 12:26:06
192.168.1.155,8.8.5.72,TCP,110,2397,2025-05-02 03:04:26
192.168.1.72,172.217.149.141,ICMP,0,503,2025-05-01 03:47:05
192.168.1.181,172.217.188.90,TCP,21,4166,2025-05-01 08:25:10
10.10.10.11,1.1.1.85,TCP,443,5059,2025-05-05 05:54:22
192.168.1.58,8.8.8.20,TCP,20,2693,2025-05-06 23:29:14
192.168.1.24,1.1.1.139,UDP,69,1224,2025-05-04 01:29:49
10.10.10.10,8.8.7.99,TCP,25,6306,2025-05-06 02:16:06
10.10.10.11,1.1.1.125,UDP,500,5499,2025-05-05 20:34:01
10.10.10.10,1.1.1.237,UDP,123,4693,2025-05-04 08:39:47
192.168.1.72,172.217.75.246,TCP,443,592,2025-05-02 07:29:25
10.10.10.10,1.1.1.139,TCP,443,2224,2025-05-01 07:56:34
192.168.1.76,8.8.5.178,TCP,7082,3710,2025-05-05 03:37:13
10.10.10.11,8.8.6.253,TCP,21,3838,2025-05-05 19:59:36
10.10.10.10,8.8.8.102,TCP,23,6540,2025-05-06 14:24:55
192.168.1.32,8.8.6.118,ICMP,0,440,2025-05-01 16:18:13
10.10.10.10,172.217.30.177,TCP,53,5842,2025-05-03 00:14:55
192.168.1.161,1.1.1.232,TCP,80,2220,2025-05-04 00:11:10
10.10.10.11,172.217.178.84,UDP,123,6264,2025-05-06 10:43:16
10.10.10.10,8.8.8.198,TCP,443,6039,2025-05-05 03:06:53
192.168.1.164,1.1.1.120,ICMP,0,499,2025-05-07 22:07:00
192.168.1.151,1.1.1.36,TCP,20325,4310,2025-05-07 05:21:40
192.168.1.2,8.8.4.131,TCP,110,4004,2025-05-03 11:25:33
10.10.10.11,1.1.1.224,TCP,23,3388,2025-05-05 04:36:24
192.168.1.223,172.217.20.131,TCP,445,1085,2025-05-06 20:18:59
10.10.10.10,8.8.6.133,TCP,65411,2751,2025-05-02 17:15:14
10.10.10.11,172.217.101.83,TCP,48518,7882,2025-05-02 19:51:00
10.10.10.11,8.8.8.81,TCP,143,3561,2025-05-04 20:43:22
192.168.1.144,8.8.7.11,UDP,514,383,2025-05-02 14:31:57
10.10.10.10,8.8.5.180,TCP,20,7171,2025-05-07 13:09:49
192.168.1.223,172.217.220.161,TCP,23,1588,2025-05-01 10:30:12
192.168.1.159,1.1.1.17,TCP,60784,409,2025-05-02 06:56:32
10.10.10.10,1.1.1.9,TCP,21,5615,2025-05-04 23:26:49
192.168.1.151,8.8.8.110,UDP,1194,851,2025-05-06 14:46:28
192.168.1.229,8.8.5.174,UDP,161,1197,2025-05-01 18:29:55
192.168.1.170,172.217.171.116,TCP,21,2850,2025-05-02 20:47:25
10.10.10.11,8.8.6.230,TCP,445,6433,2025-05-07 12:38:18
192.168.1.7,1.1.1.232,UDP,123,1612,2025-05-05 20:34:37
10.10.10.11,172.217.225.129,UDP,69,2106,2025-05-03 12:00:10
192.168.1.195,172.217.168.74,UDP,1194,339,2025-05-07 01:17:39
10.10.10.10,8.8.7.11,TCP,23,1567,2025-05-04 04:54:45
10.10.10.10,8.8.6.254,UDP,67,4124,2025-05-03 13:59:53
10.10.10.10,172.217.89.89,TCP,22,2654,2025-05-06 19:05:24
10.10.10.10,172.217.156.151,UDP,1194,6124,2025-05-02 07:16:36
192.168.1.140,172.217.33.130,TCP,53,3600,2025-05-03 07:37:38
10.10.10.11,8.8.7.255,TCP,8080,3560,2025-05-03 23:56:58
10.10.10.11,172.217.72.245,TCP,110,2432,2025-05-04 22:27:32
192.168.1.97,172.217.167.107,TCP,443,759,2025-05-02 04:51:59
10.10.10.11,8.8.8.36,TCP,15830,7915,2025-05-07 02:57:37
10.10.10.11,172.217.142.71,TCP,49030,3284,2025-05-02 20:53:34
192.168.1.253,1.1.1.6,UDP,20885,700,2025-05-04 09:39:24
192.168.1.184,1.1.1.105,ICMP,0,500,2025-05-02 09:01:21
192.168.1.140,172.217.18.147,TCP,3389,1659,2025-05-01 11:18:18
192.168.1.181,172.217.159.5,TCP,80,2644,2025-05-06 12:24:23
192.168.1.50,1.1.1.98,TCP,53,2530,2025-05-04 21:20:50
10.10.10.11,172.217.180.28,TCP,21,6036,2025-05-03 20:27:49
10.10.10.10,172.217.200.255,TCP,3389,8233,2025-05-05 20:17:27
192.168.1.207,1.1.1.49,TCP,3389,2154,2025-05-01 16:51:58
10.10.10.10,172.217.55.188,UDP,514,5243,2025-05-06 13:52:04
10.10.10.11,172.217.206.159,UDP,123,7025,2025-05-07 06:42:05
10.10.10.11,172.217.73.7,UDP,47393,7876,2025-05-01 19:53:47
192.168.1.253,8.8.7.43,UDP,69,1025,2025-05-05 04:09:10
10.10.10.11,172.217.142.71,UDP,1194,4959,2025-05-03 02:53:43
192.168.1.250,172.217.148.70,UDP,67,963,2025-05-02 10:11:28
192.168.1.26,8.8.7.50,UDP,161,1666,2025-05-05 23:55:12
192.168.1.187,8.8.8.60,TCP,445,3490,2025-05-06 03:02:58
192.168.1.140,172.217.17.102,UDP,500,1698,2025-05-04 13:19:11
192.168.1.9,8.8.5.30,TCP,3389,3737,2025-05-06 01:04:38
192.168.1.93,172.217.165.64,UDP,53,1573,2025-05-01 19:59:10
10.10.10.11,8.8.4.66,TCP,23766,6964,2025-05-01 08:39:04
10.10.10.11,8.8.5.205,TCP,8080,2657,2025-05-03 09:08:26
192.168.1.184,172.217.255.155,TCP,80,2705,2025-05-07 00:56:26
192.168.1.76,172.217.99.243,UDP,161,481,2025-05-02 03:09:44
10.10.10.11,8.8.8.219,TCP,22,6233,2025-05-01 04:19:10
192.168.1.138,172.217.99.243,TCP,55996,4993,2025-05-06 20:39:50
10.10.10.10,172.217.251.222,TCP,8080,5058,2025-05-07 12:13:51
192.168.1.195,172.217.52.75,UDP,69,720,2025-05-07 05:40:57
10.10.10.10,1.1.1.115,UDP,67,5563,2025-05-02 08:19:09
10.10.10.10,172.217.68.0,UDP,123,5656,2025-05-04 13:00:45
192.168.1.56,1.1.1.9,ICMP,0,213,2025-05-03 15:39:43
10.10.10.11,1.1.1.141,TCP,110,8453,2025-05-06 10:12:30
192.168.1.151,172.217.227.234,UDP,19137,1639,2025-05-06 04:22:04
192.168.1.8,1.1.1.85,TCP,3389,2787,2025-05-05 23:05:05
192.168.1.151,8.8.5.214,TCP,3389,2479,2025-05-05 11:29:59
192.168.1.108,172.217.15.155,TCP,3389,3917,2025-05-04 06:54:36
192.168.1.60,1.1.1.24,TCP,53,3419,2025-05-04 23:01:39
10.10.10.10,8.8.7.255,TCP,443,5317,2025-05-01 02:19:03
10.10.10.11,8.8.4.119,TCP,53,5658,2025-05-06 23:42:59
192.168.1.8,8.8.6.118,TCP,23,1424,2025-05-07 15:51:02
10.10.10.10,1.1.1.25,TCP,8080,7123,2025-05-05 11:47:07
10.10.10.11,8.8.8.110,UDP,161,3486,2025-05-06 20:30:26
192.168.1.21,8.8.4.7,TCP,80,1033,2025-05-03 01:08:39
10.10.10.10,172.217.116.124,TCP,48604,4803,2025-05-05 23:54:02
10.10.10.10,8.8.6.118,UDP,53,7734,2025-05-07 22:30:07
192.168.1.26,172.217.133.214,TCP,53,2251,2025-05-03 23:59:19
10.10.10.10,1.1.1.114,UDP,123,6342,2025-05-05 15:24:40
10.10.10.10,8.8.6.216,TCP,25,5255,2025-05-01 19:50:09
192.168.1.12,8.8.4.115,TCP,22,3997,2025-05-06 11:33:59
10.10.10.11,172.217.200.255,TCP,443,7370,2025-05-07 11:22:38
192.168.1.227,8.8.5.78,UDP,67,1749,2025-05-06 23:12:56
192.168.1.87,8.8.4.187,TCP,40562,3170,2025-05-03 22:16:53
192.168.1.88,8.8.6.37,UDP,123,1037,2025-05-06 08:07:09
192.168.1.87,172.217.254.213,UDP,23718,1469,2025-05-02 05:32:10
192.168.1.40,1.1.1.147,TCP,80,2266,2025-05-01 23:51:24
10.10.10.11,8.8.8.203,UDP,69,3151,2025-05-07 10:09:54
10.10.10.10,172.217.152.85,UDP,61075,6345,2025-05-04 06:18:44
10.10.10.10,172.217.20.253,UDP,68,8357,2025-05-02 13:42:57
10.10.10.11,172.217.220.161,UDP,123,6808,2025-05-06 21:35:04
192.168.1.8,8.8.6.253,ICMP,0,44,2025-05-06 15:24:27
192.168.1.219,8.8.8.138,TCP,63218,3925,2025-05-02 02:42:06
10.10.10.10,8.8.8.81,UDP,69,3078,2025-05-02 23:14:40
192.168.1.51,1.1.1.205,TCP,25,2065,2025-05-01 06:14:44
10.10.10.10,8.8.7.14,TCP,80,2955,2025-05-07 22:01:46
10.10.10.10,8.8.4.142,UDP,19147,2422,2025-05-07 23:21:25
10.10.10.11,8.8.4.147,TCP,47154,7427,2025-05-06 01:58:35
192.168.1.40,172.217.213.113,TCP,44254,3348,2025-05-07 06:43:58
10.10.10.10,172.217.200.255,TCP,21,5263,2025-05-07 12:28:55
192.168.1.76,8.8.8.2,TCP,445,667,2025-05-03 23:18:29
10.10.10.11,172.217.130.2,UDP,500,8967,2025-05-06 20:11:19
10.10.10.11,8.8.8.2,TCP,143,5712,2025-05-05 03:51:42
10.10.10.10,1.1.1.168,TCP,143,7095,2025-05-05 18:59:20
192.168.1.187,172.217.76.205,TCP,25,247,2025-05-04 23:57:09
10.10.10.10,172.217.48.158,UDP,514,6358,2025-05-06 11:06:44
192.168.1.195,172.217.255.155,TCP,3389,3839,2025-05-06 01:03:18
192.168.1.56,172.217.237.213,UDP,1194,1906,2025-05-04 13:07:41
192.168.1.87,8.8.4.24,TCP,65334,3309,2025-05-06 03:31:32
10.10.10.11,172.217.168.74,TCP,143,6904,2025-05-05 02:42:20
10.10.10.10,172.217.139.17,TCP,110,7756,2025-05-06 01:39:54
192.168.1.24,172.217.255.1,TCP,62814,4493,2025-05-03 09:48:22
10.10.10.11,1.1.1.162,UDP,161,7188,2025-05-06 16:10:49
192.168.1.18,1.1.1.237,UDP,161,595,2025-05-07 09:01:52
10.10.10.10,1.1.1.232,TCP,31826,2955,2025-05-07 02:32:17
10.10.10.10,172.217.255.155,UDP,123,3359,2025-05-02 17:01:31
192.168.1.108,1.1.1.238,TCP,445,2995,2025-05-01 03:41:06
10.10.10.10,8.8.6.185,UDP,67,2806,2025-05-02 03:35:01
192.168.1.63,172.217.135.105,ICMP,0,483,2025-05-03 03:12:07
10.10.10.10,172.217.152.51,UDP,514,2657,2025-05-01 10:41:00
10.10.10.10,172.217.206.159,UDP,1194,7718,2025-05-07 19:30:25
10.10.10.11,8.8.5.174,UDP,500,5376,2025-05-05 10:50:42
192.168.1.41,172.217.148.53,TCP,21,468,2025-05-07 05:33:41
192.168.1.109,172.217.148.53,TCP,3389,931,2025-05-03 08:27:38
192.168.1.76,172.217.171.116,TCP,25,3899,2025-05-01 08:23:37
10.10.10.11,1.1.1.166,TCP,23,8747,2025-05-01 18:51:14
192.168.1.27,172.217.52.75,TCP,443,254,2025-05-07 02:10:14
192.168.1.167,8.8.5.180,TCP,3389,3795,2025-05-01 07:22:19
10.10.10.11,172.217.17.157,UDP,500,5729,2025-05-06 06:18:22
10.10.10.11,8.8.5.252,TCP,3389,2316,2025-05-01 14:40:00
10.10.10.10,8.8.5.205,TCP,20,2798,2025-05-02 11:15:31
10.10.10.11,8.8.5.250,UDP,514,2742,2025-05-03 00:28:23
192.168.1.68,1.1.1.17,TCP,445,4997,2025-05-05 08:49:52
192.168.1.213,1.1.1.252,TCP,445,4912,2025-05-05 02:58:36
10.10.10.10,1.1.1.238,UDP,514,5751,2025-05-04 04:33:37
10.10.10.10,8.8.6.153,UDP,500,2828,2025-05-02 19:56:02
10.10.10.11,172.217.33.233,TCP,20,2424,2025-05-01 19:37:15
10.10.10.10,172.217.76.205,UDP,1194,5146,2025-05-07 23:41:57
192.168.1.179,172.217.178.84,TCP,20,4916,2025-05-01 01:21:12
10.10.10.11,1.1.1.142,UDP,53,1849,2025-05-03 11:04:03
10.10.10.11,1.1.1.173,UDP,69,3356,2025-05-03 02:59:13
10.10.10.11,8.8.5.37,TCP,443,4970,2025-05-06 20:23:05
192.168.1.196,172.217.15.155,TCP,23,494,2025-05-03 12:49:41
192.168.1.217,172.217.188.90,TCP,3389,3262,2025-05-07 09:03:21
10.10.10.10,1.1.1.4,UDP,500,5214,2025-05-03 21:41:35
10.10.10.10,1.1.1.168,TCP,80,7800,2025-05-01 04:00:36
10.10.10.11,8.8.7.97,TCP,25,6252,2025-05-06 02:23:30
10.10.10.11,8.8.5.214,UDP,20663,2624,2025-05-03 10:16:07
192.168.1.159,8.8.5.30,TCP,445,2759,2025-05-01 06:32:52
192.168.1.227,8.8.8.174,TCP,23,1563,2025-05-07 21:49:20
10.10.10.11,172.217.128.187,TCP,42037,8755,2025-05-04 19:09:14
10.10.10.11,172.217.108.75,UDP,53,7313,2025-05-05 13:20:10
192.168.1.164,8.8.5.235,TCP,21,3817,2025-05-04 03:26:17
10.10.10.11,172.217.116.124,UDP,161,8473,2025-05-02 00:36:03
192.168.1.41,172.217.33.130,ICMP,0,149,2025-05-06 10:46:17
10.10.10.10,8.8.4.248,UDP,53,8748,2025-05-06 02:48:33
10.10.10.11,1.1.1.106,TCP,443,7536,2025-05-01 22:55:03
10.10.10.10,8.8.6.254,UDP,68,7376,2025-05-03 05:37:56
192.168.1.198,172.217.75.246,ICMP,0,91,2025-05-01 00:24:27
10.10.10.10,1.1.1.49,UDP,52478,6225,2025-05-05 13:19:17
192.168.1.190,172.217.76.205,TCP,25,3337,2025-05-02 15:58:22
192.168.1.29,1.1.1.221,UDP,67,847,2025-05-01 11:16:45
192.168.1.51,1.1.1.132,TCP,25,2025,2025-05-04 23:08:05
10.10.10.10,8.8.5.83,UDP,53,5070,2025-05-06 06:04:36
192.168.1.23,172.217.148.53,TCP,8080,391,2025-05-04 10:41:17
192.168.1.76,172.217.73.7,ICMP,0,142,2025-05-01 07:57:53
192.168.1.36,1.1.1.57,UDP,67,1239,2025-05-02 16:06:23
10.10.10.11,172.217.20.131,TCP,445,5458,2025-05-05 00:31:37
192.168.1.60,172.217.20.253,TCP,8080,2476,2025-05-04 01:24:54
192.168.1.180,172.217.178.84,TCP,20,1543,2025-05-07 05:11:25
192.168.1.36,172.217.241.13,TCP,22,3278,2025-05-03 11:31:53
10.10.10.10,172.217.183.234,TCP,3389,7676,2025-05-06 18:52:11
10.10.10.10,172.217.206.159,TCP,23,1941,2025-05-06 14:33:05
10.10.10.10,8.8.8.2,TCP,25,6962,2025-05-07 13:32:09
10.10.10.10,172.217.47.147,UDP,29692,1900,2025-05-04 01:25:57
10.10.10.11,8.8.4.7,TCP,23,6336,2025-05-03 03:17:26
192.168.1.223,1.1.1.125,TCP,23,348,2025-05-04 22:32:57
192.168.1.159,8.8.7.233,TCP,20,1402,2025-05-02 05:27:14
192.168.1.71,1.1.1.222,TCP,445,4484,2025-05-06 10:58:36
192.168.1.140,1.1.1.4,TCP,8080,1646,2025-05-05 13:43:39
10.10.10.10,8.8.5.78,UDP,500,6258,2025-05-07 02:53:10
10.10.10.10,8.8.6.236,TCP,8080,7991,2025-05-03 20:52:11
10.10.10.10,8.8.7.191,UDP,62767,1767,2025-05-04 22:47:22
10.10.10.10,172.217.80.241,UDP,22717,8444,2025-05-03 18:51:07
192.168.1.151,8.8.6.118,TCP,23,2768,2025-05-04 20:17:50
10.10.10.10,172.217.12.215,UDP,514,5066,2025-05-05 23:23:10
192.168.1.68,172.217.89.89,TCP,22,2076,2025-05-05 23:15:54
192.168.1.41,1.1.1.238,UDP,514,705,2025-05-07 15:00:35
192.168.1.195,172.217.116.124,TCP,1036,483,2025-05-04 10:51:41
192.168.1.93,1.1.1.20,ICMP,0,49,2025-05-02 10:36:13
192.168.1.142,1.1.1.91,TCP,22,513,2025-05-04 11:33:34
10.10.10.11,8.8.4.2,TCP,143,4562,2025-05-03 08:58:16
192.168.1.58,8.8.6.236,ICMP,0,446,2025-05-06 02:06:45
192.168.1.87,172.217.191.124,TCP,21,2071,2025-05-07 04:12:21
10.10.10.10,172.217.206.159,TCP,39257,1755,2025-05-01 02:54:21
192.168.1.27,8.8.4.187,UDP,1194,891,2025-05-02 13:09:11
10.10.10.10,8.8.5.110,TCP,8080,4535,2025-05-03 20:32:27
192.168.1.142,8.8.8.36,TCP,51704,4607,2025-05-07 11:18:26
192.168.1.195,1.1.1.205,TCP,25,2263,2025-05-03 08:14:18
10.10.10.11,8.8.7.162,UDP,161,6185,2025-05-05 03:02:43
10.10.10.11,1.1.1.109,UDP,53,3808,2025-05-01 17:53:40
10.10.10.10,8.8.8.81,TCP,8080,2967,2025-05-03 06:31:12
192.168.1.2,8.8.8.20,TCP,25,2118,2025-05-07 23:48:15
192.168.1.180,8.8.6.35,ICMP,0,407,2025-05-03 09:18:03
192.168.1.181,8.8.4.235,TCP,80,3860,2025-05-02 11:38:37
10.10.10.10,1.1.1.9,UDP,67,8010,2025-05-07 02:48:23
10.10.10.10,172.217.192.123,TCP,80,7988,2025-05-04 09:29:38
10.10.10.11,1.1.1.16,TCP,443,7488,2025-05-01 13:55:00
192.168.1.23,172.217.68.0,TCP,20,2396,2025-05-03 12:56:27
10.10.10.11,8.8.8.57,TCP,143,6802,2025-05-01 05:27:54
10.10.10.10,1.1.1.138,UDP,67,1996,2025-05-06 03:00:16
192.168.1.195,8.8.5.30,TCP,445,4802,2025-05-03 17:20:03
192.168.1.213,8.8.8.16,TCP,22,1952,2025-05-01 18:42:28
10.10.10.11,8.8.7.130,TCP,21,6879,2025-05-03 08:33:23
10.10.10.11,172.217.80.73,UDP,123,7137,2025-05-06 16:12:05
192.168.1.97,8.8.4.142,TCP,80,813,2025-05-07 21:23:23
192.168.1.89,172.217.225.24,ICMP,0,161,2025-05-01 10:39:59
10.10.10.11,8.8.6.152,UDP,35824,6055,2025-05-07 10:32:46
10.10.10.10,172.217.2.99,TCP,22,6245,2025-05-01 06:32:46
192.168.1.26,1.1.1.252,TCP,110,480,2025-05-02 18:02:32
192.168.1.187,8.8.6.41,TCP,80,1464,2025-05-01 21:47:43
10.10.10.11,1.1.1.111,UDP,68,3931,2025-05-01 03:18:28
10.10.10.11,172.217.183.234,UDP,5699,6654,2025-05-05 23:47:30
10.10.10.11,1.1.1.61,TCP,143,1979,2025-05-02 16:46:54
192.168.1.222,1.1.1.186,UDP,1194,1579,2025-05-03 18:17:05
10.10.10.11,8.8.6.27,TCP,25,8944,2025-05-07 14:34:08
192.168.1.50,8.8.4.136,TCP,20,1215,2025-05-01 15:16:10
10.10.10.11,8.8.8.102,TCP,80,5301,2025-05-07 13:44:41
10.10.10.10,172.217.67.229,UDP,500,7151,2025-05-07 20:11:38
10.10.10.10,172.217.15.155,TCP,58060,7156,2025-05-07 15:03:10
10.10.10.11,1.1.1.4,UDP,1194,8950,2025-05-04 05:33:13
10.10.10.10,8.8.4.131,TCP,445,2185,2025-05-03 03:29:27
10.10.10.11,8.8.5.252,TCP,110,5005,2025-05-06 02:32:37
192.168.1.51,172.217.67.229,UDP,11877,1958,2025-05-06 23:44:13
10.10.10.10,8.8.6.133,TCP,53,4014,2025-05-03 18:29:19
10.10.10.11,8.8.7.54,TCP,21,5156,2025-05-05 20:38:52
192.168.1.142,8.8.7.97,UDP,514,1649,2025-05-04 21:27:34
10.10.10.11,8.8.8.219,TCP,445,6211,2025-05-06 16:50:49
192.168.1.68,8.8.6.185,TCP,60246,3796,2025-05-04 01:40:05
10.10.10.10,172.217.255.155,UDP,123,4032,2025-05-07 14:40:17
10.10.10.11,8.8.5.75,TCP,20,7961,2025-05-01 09:24:48
10.10.10.10,1.1.1.109,UDP,48518,7557,2025-05-02 18:56:34
192.168.1.170,8.8.8.80,UDP,53,707,2025-05-02 04:23:30
10.10.10.10,172.217.171.244,UDP,123,4700,2025-05-02 23:16:36
192.168.1.148,8.8.6.118,UDP,500,319,2025-05-04 08:36:46
192.168.1.246,172.217.52.75,TCP,443,1806,2025-05-07 19:27:06
10.10.10.10,8.8.8.172,TCP,143,6195,2025-05-07 17:48:50
10.10.10.10,8.8.8.224,UDP,1194,3877,2025-05-07 12:56:04
10.10.10.10,1.1.1.125,UDP,53,4154,2025-05-05 03:00:42
10.10.10.10,8.8.8.198,UDP,69,3867,2025-05-06 13:29:59
10.10.10.11,8.8.7.206,TCP,143,5599,2025-05-03 12:17:52
192.168.1.7,172.217.137.163,UDP,1194,305,2025-05-04 04:14:52
192.168.1.51,1.1.1.238,TCP,20,3348,2025-05-05 20:41:46
192.168.1.144,172.217.251.222,ICMP,0,97,2025-05-03 16:51:47
10.10.10.11,172.217.68.0,UDP,67,7380,2025-05-04 06:11:09
192.168.1.246,8.8.8.81,TCP,25,2614,2025-05-05 12:46:57
10.10.10.10,172.217.103.94,TCP,143,1843,2025-05-03 20:39:15
10.10.10.11,8.8.8.76,UDP,68,3504,2025-05-03 16:00:59
10.10.10.10,172.217.52.75,TCP,8080,7160,2025-05-07 17:08:04
10.10.10.11,1.1.1.55,UDP,37004,2636,2025-05-02 02:01:20
192.168.1.29,8.8.8.57,UDP,161,703,2025-05-02 13:33:13
192.168.1.27,172.217.2.99,TCP,3389,4287,2025-05-03 13:21:09
10.10.10.10,172.217.61.27,UDP,67,7949,2025-05-03 17:57:55
10.10.10.10,8.8.8.81,TCP,50671,2893,2025-05-07 18:35:04
10.10.10.10,172.217.171.116,TCP,3389,6622,2025-05-02 13:14:28
192.168.1.170,8.8.7.11,UDP,42544,1549,2025-05-06 23:17:36
192.168.1.8,1.1.1.132,TCP,20,1322,2025-05-07 05:02:41
192.168.1.219,172.217.80.241,TCP,143,2863,2025-05-05 14:56:47
10.10.10.10,8.8.5.152,TCP,53,3376,2025-05-07 18:47:19
192.168.1.59,1.1.1.111,TCP,80,4609,2025-05-07 15:04:21
192.168.1.195,8.8.4.142,ICMP,0,102,2025-05-06 00:13:14
10.10.10.10,172.217.213.113,UDP,67,8834,2025-05-05 21:34:17
10.10.10.10,8.8.4.66,UDP,1194,7191,2025-05-02 08:14:04
192.168.1.41,8.8.6.216,TCP,21,2728,2025-05-01 02:28:10
192.168.1.144,8.8.7.21,TCP,22,1774,2025-05-04 00:50:27
192.168.1.138,1.1.1.20,TCP,59812,1029,2025-05-04 14:02:48
10.10.10.10,172.217.10.45,UDP,3165,6023,2025-05-04 19:23:55
192.168.1.41,172.217.72.245,TCP,23,4353,2025-05-02 07:24:54
192.168.1.181,1.1.1.61,TCP,445,2694,2025-05-06 06:37:24
192.168.1.32,172.217.171.244,UDP,53,701,2025-05-06 18:42:57
192.168.1.142,172.217.238.235,TCP,80,1940,2025-05-06 17:34:08
192.168.1.29,1.1.1.103,TCP,143,4169,2025-05-03 21:41:07
10.10.10.11,1.1.1.4,UDP,161,3343,2025-05-02 00:37:43
10.10.10.11,1.1.1.218,UDP,48409,6146,2025-05-06 15:02:42
192.168.1.181,8.8.7.123,TCP,20,2681,2025-05-05 16:06:38
192.168.1.253,1.1.1.13,UDP,514,842,2025-05-05 17:07:43
10.10.10.10,8.8.5.194,UDP,67,2014,2025-05-05 07:03:40
192.168.1.170,8.8.5.252,TCP,143,1415,2025-05-07 23:46:32
192.168.1.229,172.217.52.75,TCP,143,3625,2025-05-05 20:20:07
192.168.1.57,8.8.4.229,UDP,1194,523,2025-05-02 11:20:57
